WORD,FREQ,FIC 1950-60,FIC 1970-80,FIC 1990-2000,NONFIC 1950-60,NONFIC 1970-80,NONFIC 1990-2000,TYPE_a,TYPE_adv,TYPE_advpro,TYPE_anum,TYPE_apro,TYPE_conj,TYPE_intj,TYPE_num,TYPE_part,TYPE_pr,TYPE_s,TYPE_spro,TYPE_v
откровение,15.1,5.1,8.9,14.2,25.2,4.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
отводить,15.1,18.3,18.3,21.9,7.4,16.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ограничивать,15.1,4.6,4.6,4.4,5.9,11.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сходный,15.0,6.4,5.1,4.9,4.5,15.4,12.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
подмосковный,15.0,7.3,6.0,9.3,11.9,15.4,26.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
просвещение,15.0,3.4,4.5,3.5,62.3,35.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
публиковать,15.0,1.9,3.2,4.7,22.2,15.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
свитер,15.0,15.2,22.2,31.2,13.3,9.9,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
сотворить,15.0,6.4,9.2,17.1,7.4,9.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сравнительный,15.0,1.8,1.9,1.6,5.9,5.9,6.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
расписание,15.0,10.5,13.9,13.2,10.4,9.5,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
терраса,15.0,47.5,11.1,18.9,32.6,15.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
укол,15.0,14.9,28.4,23.2,11.9,8.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
упрек,15.0,22.5,16.1,13.3,37.1,22.7,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
холдинг,15.0,0.0,0.0,4.5,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
цепляться,15.0,32.4,27.9,26.4,4.5,11.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
эхо,15.0,16.7,15.2,21.2,7.4,9.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
орбита,15.0,10.5,7.4,8.8,22.2,8.1,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
очистка,15.0,4.2,3.8,4.9,8.9,8.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
мирно,15.0,22.3,20.1,22.5,13.3,15.0,13.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
опомниться,15.0,28.9,34.0,28.9,7.4,5.9,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ежели,15.0,60.6,34.5,18.9,23.7,2.2,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
неторопливо,15.0,39.7,38.2,27.2,8.9,14.7,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
валить,15.0,26.2,32.1,25.6,22.2,16.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
взлететь,15.0,25.4,27.1,27.9,13.3,10.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
внушать,15.0,17.7,14.6,18.7,20.8,31.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
глупо,15.0,28.7,23.4,27.1,3.0,13.6,9.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
грядущий,15.0,6.2,8.8,12.5,11.9,9.2,21.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
закуска,15.0,11.9,21.5,26.1,7.4,13.2,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
календарь,15.0,8.9,9.7,12.0,20.8,13.2,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
командный,15.0,19.9,5.1,4.5,13.3,33.4,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
кулиса,15.0,10.3,9.6,8.6,26.7,56.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
первое,14.9,8.9,13.6,12.2,17.8,15.8,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
работодатель,14.9,0.0,0.0,2.4,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
разработчик,14.9,0.0,0.0,1.0,0.0,0.7,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
призрак,14.9,16.3,13.1,20.9,26.7,22.7,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
прекратиться,14.9,17.6,17.1,17.2,26.7,15.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
пошутить,14.9,24.5,29.2,23.4,13.3,13.2,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
поставлять,14.9,3.2,3.3,5.7,8.9,12.8,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
количественный,14.9,1.6,1.5,1.0,3.0,2.9,8.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
отделять,14.9,18.4,15.5,14.0,17.8,17.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
оправдываться,14.9,25.9,21.9,23.9,16.3,11.4,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
немногий,14.9,8.5,11.5,10.9,23.7,20.5,19.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
наводить,14.9,12.9,15.5,18.2,14.8,13.9,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
лебедь,14.9,14.5,14.1,11.3,20.8,7.7,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
конструктивный,14.9,3.0,0.8,1.2,7.4,7.3,18.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ритуал,14.9,3.9,6.4,18.3,11.9,12.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
репетировать,14.9,2.8,7.5,8.2,13.3,67.9,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
злиться,14.9,23.9,35.3,28.4,16.3,9.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сказываться,14.9,7.3,8.7,6.1,17.8,20.5,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
склониться,14.9,38.1,24.9,31.1,10.4,9.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
стая,14.9,15.6,20.7,22.6,22.2,21.3,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
схватка,14.9,10.1,13.8,18.6,13.3,13.6,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
террор,14.9,7.1,6.3,5.7,7.4,32.6,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
тревожить,14.9,28.0,28.3,19.9,11.9,20.5,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ударный,14.9,7.3,6.5,5.5,16.3,17.6,19.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
упереться,14.9,34.9,30.1,29.0,5.9,11.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
хутор,14.9,23.8,35.3,24.7,13.3,11.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
грусть,14.9,22.9,23.1,20.9,32.6,21.6,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
грамотный,14.9,11.0,13.7,10.2,13.3,15.4,19.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
беременный,14.9,4.6,12.7,21.7,3.0,6.2,11.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
атаковать,14.9,9.8,24.0,8.5,14.8,9.2,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
достоверный,14.9,4.6,6.5,5.0,8.9,14.3,13.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
внутрь,14.81021897810219,12.224229074889868,14.181818181818182,30.539682539682538,7.704054054054055,8.79178082191781,9.740837696335078,0.0,0.6423357664233577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35766423357664234,0.0,0.0,0.0
пожарный,14.803333333333335,6.050476190476191,16.953921568627454,10.43820224719101,11.075280898876406,8.3140625,17.062700964630224,0.7416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25833333333333336,0.0,0.0
подчинить,14.8,15.9,8.4,7.3,22.2,20.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
подставить,14.8,22.9,23.0,28.9,1.5,9.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
научно-технический,14.8,0.5,4.0,0.8,4.5,14.3,17.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
удаляться,14.8,28.7,23.9,22.1,16.3,9.2,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
увлечь,14.8,13.7,12.4,15.9,25.2,20.9,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сытый,14.8,24.6,25.4,21.3,11.9,19.8,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сонный,14.8,33.1,28.4,27.1,17.8,8.1,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сократиться,14.8,2.3,1.5,1.8,4.5,11.7,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
путать,14.8,16.1,23.1,19.8,7.4,16.9,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
припомнить,14.8,16.8,24.2,24.8,14.8,25.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
прижимать,14.8,38.6,25.1,29.2,8.9,6.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
пионер,14.8,17.4,15.9,13.7,69.7,17.6,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
пересмотр,14.8,1.1,1.8,1.2,7.4,14.7,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
одеться,14.8,27.5,27.0,28.4,16.3,17.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ограничиться,14.8,6.4,8.3,9.4,11.9,15.4,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
обречь,14.8,13.5,13.3,12.4,23.7,24.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
носиться,14.8,20.7,25.7,24.2,26.7,13.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
обрушиться,14.8,22.7,17.9,19.4,16.3,16.5,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
налет,14.8,27.1,13.6,13.5,7.4,21.6,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
задержка,14.8,8.9,7.8,7.1,11.9,12.5,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
биржа,14.8,1.2,4.0,6.2,3.0,5.9,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
взыскание,14.8,5.1,1.0,1.5,7.4,5.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
вице-президент,14.8,0.5,1.7,3.7,1.5,4.8,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
героический,14.8,11.2,14.3,11.0,115.6,31.6,16.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мощь,14.8,18.4,9.8,12.6,14.8,17.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
диктовать,14.8,11.5,10.6,11.9,16.3,19.8,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
дремать,14.8,26.4,25.1,25.6,14.8,24.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
гимн,14.8,4.8,7.4,10.6,29.6,9.9,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
зарасти,14.8,28.0,30.4,26.6,20.8,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
исток,14.8,2.5,4.5,6.0,23.7,16.1,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
критиковать,14.8,8.0,5.9,3.4,38.5,38.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
лишать,14.8,10.8,10.0,12.6,13.3,19.1,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
минус,14.751546391752578,5.838028169014086,5.256756756756756,8.281666666666666,8.618120805369129,25.976076555023923,21.13954372623574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1391752577319588,0.8608247422680413,0.0,0.0
побережье,14.7,8.5,7.7,8.6,29.6,26.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
прорыв,14.7,20.4,6.4,6.5,5.9,18.7,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
погибать,14.7,14.4,17.4,13.8,13.3,20.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
поперечный,14.7,6.7,5.5,3.4,3.0,5.9,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
постигнуть,14.7,11.0,16.8,14.8,32.6,24.2,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
предвидеть,14.7,16.8,16.9,12.7,23.7,23.1,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
приемная,14.7,24.3,22.2,24.6,8.9,8.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
прихватить,14.7,19.3,28.1,28.5,5.9,14.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
пробежать,14.7,33.7,28.8,26.8,10.4,10.6,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
тормоз,14.7,12.4,9.5,15.8,11.9,9.9,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
разбитый,14.7,22.3,22.9,22.6,20.8,16.1,11.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
руководящий,14.7,5.5,6.5,3.1,22.2,36.3,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
семнадцать,14.7,18.4,26.2,20.7,22.2,12.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
смутиться,14.7,36.2,29.2,31.6,7.4,11.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
совпасть,14.7,5.8,5.0,11.0,19.3,16.5,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
фасад,14.7,5.5,14.6,11.9,17.8,12.5,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
чувствительный,14.7,9.6,6.7,7.7,25.2,14.7,13.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
перебраться,14.7,16.7,19.1,21.0,19.3,13.6,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
плясать,14.7,24.5,32.5,23.4,22.2,11.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
железа,14.7,3.4,3.8,3.5,4.5,0.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
окоп,14.7,67.7,27.1,14.1,5.9,24.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
дирижер,14.7,2.7,14.1,5.1,26.7,36.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
бал,14.7,11.7,15.9,15.0,20.8,22.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
братец,14.7,38.6,45.8,21.6,13.3,7.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
обочина,14.7,22.0,18.7,24.8,16.3,10.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
виднеться,14.7,46.3,32.9,25.8,19.3,13.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
всячески,14.7,9.9,11.5,11.0,23.7,19.4,21.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
грек,14.7,6.6,10.7,18.6,10.4,17.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
джип,14.7,0.5,1.0,37.7,0.0,2.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
губерния,14.7,3.7,8.1,7.6,32.6,36.3,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
загнать,14.7,18.3,23.3,22.1,7.4,17.6,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
запланировать,14.7,3.9,3.3,5.1,4.5,8.4,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
инспекция,14.7,3.9,3.1,4.8,10.4,2.6,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
итальянец,14.7,14.9,7.2,10.2,17.8,14.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
неповторимый,14.7,8.7,10.5,7.7,20.8,24.6,21.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
новичок,14.7,12.2,25.4,10.6,16.3,36.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
обладатель,14.7,5.1,5.9,10.7,11.9,12.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
пошлина,14.6,0.0,0.0,2.5,1.5,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
табуретка,14.6,44.3,27.5,27.7,5.9,10.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
пытка,14.6,23.4,12.2,16.7,13.3,41.8,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ржавый,14.6,22.7,28.4,31.6,8.9,7.7,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сервис,14.6,2.5,1.0,6.4,1.5,4.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
смелость,14.6,18.3,16.5,11.7,32.6,31.9,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
стремительный,14.6,19.0,19.4,16.6,20.8,20.2,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
хлопоты,14.6,15.6,21.5,16.0,17.8,26.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
тост,14.6,10.6,18.9,23.2,19.3,8.4,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
турок,14.6,6.2,78.4,9.4,10.4,22.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
тусклый,14.6,32.3,24.4,30.0,14.8,11.0,5.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ура,14.6,24.8,27.9,16.4,14.8,8.8,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
фильтр,14.6,6.0,4.3,6.7,1.5,5.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
моментально,14.6,11.3,9.1,26.3,8.9,9.9,14.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
наливать,14.6,22.9,26.0,28.4,10.4,12.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
скамья,14.6,33.9,28.3,18.6,28.2,26.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
маг,14.6,6.4,8.1,46.0,5.9,5.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
вырастать,14.6,19.1,12.0,13.1,28.2,22.4,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
кухонный,14.6,13.7,17.9,26.5,4.5,11.0,13.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
аналогия,14.6,2.3,2.9,4.9,4.5,12.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
бережно,14.6,27.1,20.7,20.6,19.3,17.2,11.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
буржуазный,14.6,6.9,10.2,7.5,59.3,31.6,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
восстание,14.6,10.1,13.6,9.7,54.9,46.6,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
бодрый,14.6,23.4,22.1,20.4,22.2,19.4,11.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
дерьмо,14.6,7.8,24.2,35.1,0.0,4.4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
добровольно,14.6,10.3,12.0,12.6,7.4,14.7,19.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
допустимый,14.6,2.7,2.3,3.8,4.5,9.9,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
